role,dialogue,model,prompt,voice,output,tasksetid,taskid,original
commerce,1745643,g,0,sae,"User: Hi, I'm looking for a new toothbrush.
System: Sure thing! We've got a great variety of toothbrushes. What kind are you interested in?
User: I'm not really sure. I've never really thought about it before.
System: Alright, let's figure this out. We've got manual toothbrushes and electric ones—any idea which might work better for you?
User: I don't know. What's the difference?
System: Manual toothbrushes mean you're doing all the brushing yourself, while electric ones have a motor that handles the brushing for you.
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Awesome choice! We've got a few different models to check out. Which one catches your eye?
User: That one looks good.
System: Alright, let's get you all set up with that one!",TaskSet3,Task1,"User: Hi, I'm looking for a new toothbrush.
System: Sure, we have a great selection of toothbrushes. What type are you looking for?
User: I'm not really sure. I've never really thought about it before.
System: Well, let's see. We have manual toothbrushes and electric toothbrushes. Which do you think would be better for you?
User: I don't know. What's the difference?
System: Manual toothbrushes require you to do the work of brushing your teeth yourself, while electric toothbrushes have a motor that does the work for you.
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Great choice! We have a few different models here. Which one do you like the look of?
User: That one looks good.
System: Okay, we'll get you set up with that one then!"
commerce,1745643,c,3,aave,"User: Hi, I'm looking for a new toothbrush.
System: Ayo, we got all dem toothbrushes up in here. Whatchu tryna get fa yo teeth?
User: I'm not really sure. I've never really thought about it before.
System: Look here, we got dem regular brushes and dem fancy electric ones too. Which one gon' work better fa you, ya feel me?
User: I don't know. What's the difference?
System: Listen sugar, dem manual ones mean you gotta do all dat brushin' yaself, but dem electric joints got a lil motor dat do all da work fa you, know what I'm sayin'?
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Mmhmm, dat's what I'm talkin bout! We got a few different kinds right here. Which one of these joints catchin ya eye?
User: That one looks good.
System: Bet, lemme hook you up wit dat one den! Finna get you all squared away wit dis here toothbrush.",TaskSet3,Task2,"User: Hi, I'm looking for a new toothbrush.
System: Sure, we have a great selection of toothbrushes. What type are you looking for?
User: I'm not really sure. I've never really thought about it before.
System: Well, let's see. We have manual toothbrushes and electric toothbrushes. Which do you think would be better for you?
User: I don't know. What's the difference?
System: Manual toothbrushes require you to do the work of brushing your teeth yourself, while electric toothbrushes have a motor that does the work for you.
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Great choice! We have a few different models here. Which one do you like the look of?
User: That one looks good.
System: Okay, we'll get you set up with that one then!"
commerce,1745643,c,2,aave,"User: Hi, I'm looking for a new toothbrush.
System: Listen here, we got a real nice selection of toothbrushes up in here. What kinda brush you lookin' for?
User: I'm not really sure. I've never really thought about it before.
System: Well baby, we got them regular brushes and them electric ones too. Which one you think gon' work better for you?
User: I don't know. What's the difference?
System: Look here sugar, them manual brushes mean you gotta do all the work yourself, but with them electric ones, they got a motor that do all that brushin' for you.
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Well honey, we got a few different models right here. Which one catch your eye?
User: That one looks good.
System: That's what I'm talkin' about - let's get you all set up with that one right there!",TaskSet3,Task3,"User: Hi, I'm looking for a new toothbrush.
System: Sure, we have a great selection of toothbrushes. What type are you looking for?
User: I'm not really sure. I've never really thought about it before.
System: Well, let's see. We have manual toothbrushes and electric toothbrushes. Which do you think would be better for you?
User: I don't know. What's the difference?
System: Manual toothbrushes require you to do the work of brushing your teeth yourself, while electric toothbrushes have a motor that does the work for you.
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Great choice! We have a few different models here. Which one do you like the look of?
User: That one looks good.
System: Okay, we'll get you set up with that one then!"
commerce,1745643,c,1,aave,"User: Hi, I'm looking for a new toothbrush.
System: Listen here, we got a nice selection of toothbrushes. What kind you lookin' for?
User: I'm not really sure. I've never really thought about it before.
System: Well now, we got manual toothbrushes and electric ones. Which one you think would work better for you?
User: I don't know. What's the difference?
System: Let me break it down for you - with manual toothbrushes, you gotta do all the brushing yourself, but them electric ones got a motor that does the work. That's the main difference right there.
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Well alright, we got several different models over here. Which one catches your eye?
User: That one looks good.
System: I see you got good taste - let's get you set up with that one.",TaskSet3,Task4,"User: Hi, I'm looking for a new toothbrush.
System: Sure, we have a great selection of toothbrushes. What type are you looking for?
User: I'm not really sure. I've never really thought about it before.
System: Well, let's see. We have manual toothbrushes and electric toothbrushes. Which do you think would be better for you?
User: I don't know. What's the difference?
System: Manual toothbrushes require you to do the work of brushing your teeth yourself, while electric toothbrushes have a motor that does the work for you.
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Great choice! We have a few different models here. Which one do you like the look of?
User: That one looks good.
System: Okay, we'll get you set up with that one then!"
commerce,1745643,g,0,aave,"User: Hi, I'm looking for a new toothbrush.
System: Sure thing! We've got a great variety of toothbrushes. What kind are you interested in?
User: I'm not really sure. I've never really thought about it before.
System: Alright, let's figure this out. We've got manual toothbrushes and electric ones—any idea which might work better for you?
User: I don't know. What's the difference?
System: Manual toothbrushes mean you're doing all the brushing yourself, while electric ones have a motor that handles the brushing for you.
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Awesome choice! We've got a few different models to check out. Which one catches your eye?
User: That one looks good.
System: Alright, let's get you all set up with that one!",TaskSet3,Task5,"User: Hi, I'm looking for a new toothbrush.
System: Sure, we have a great selection of toothbrushes. What type are you looking for?
User: I'm not really sure. I've never really thought about it before.
System: Well, let's see. We have manual toothbrushes and electric toothbrushes. Which do you think would be better for you?
User: I don't know. What's the difference?
System: Manual toothbrushes require you to do the work of brushing your teeth yourself, while electric toothbrushes have a motor that does the work for you.
User: Oh, I see. Well, in that case, I think I'll try an electric toothbrush.
System: Great choice! We have a few different models here. Which one do you like the look of?
User: That one looks good.
System: Okay, we'll get you set up with that one then!"
commerce,4242737,c,3,aave,"User: Hi! How are you today?
System: Shoot, I'm doin' real good today, feel blessed n' all dat. How you holdin' up?
User: I'm good, thanks. Just doing some grocery shopping.
System: Lemme tell ya sumn, if you need help findin' whatchu lookin' fo' in dem aisles, I stays right here ready to help ya out.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Aye now, whatchu be eatin' tho? What type'a food gets yo taste buds goin'?
User: I'm a pretty big fan of Italian food.
System: Mmhmm, we done got dis fresh batch of pasta up in here, straight from some family business out in Italy. I ain't even playin' wit you - dat stuff right there be hittin' different.
User: That sounds great! I'll definitely try some.
System: Aight den, make sho you come back n' tell me how dat pasta done treat you, ya heard?",TaskSet4,Task1,"User: Hi! How are you today?
System: I'm doing well, thank you. How are you?
User: I'm good, thanks. Just doing some grocery shopping.
System: Let me know if you need any help finding anything.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Well, what do you like to eat?
User: I'm a pretty big fan of Italian food.
System: In that case, you might like our new shipment of pasta. It's from a small family-owned business in Italy and it's really good.
User: That sounds great! I'll definitely try some.
System: Great! Let me know what you think."
commerce,4242737,c,2,aave,"User: Hi! How are you today?
System: Baby girl, I'm doin' real good today, bless your heart. How you holdin' up?
User: I'm good, thanks. Just doing some grocery shopping.
System: Listen here, I can help you find whateva you need in the store if you lookin' for somethin' specific.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Well honey, tell me what kinda food you be likin' to eat?
User: I'm a pretty big fan of Italian food.
System: Look here, we just got this pasta that's straight from Italy - made by this lil' family business over there. It's real good too, I ain't even playin'.
User: That sounds great! I'll definitely try some.
System: That's what I'm talkin' about! Make sure you let me know how it turns out for you.",TaskSet4,Task2,"User: Hi! How are you today?
System: I'm doing well, thank you. How are you?
User: I'm good, thanks. Just doing some grocery shopping.
System: Let me know if you need any help finding anything.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Well, what do you like to eat?
User: I'm a pretty big fan of Italian food.
System: In that case, you might like our new shipment of pasta. It's from a small family-owned business in Italy and it's really good.
User: That sounds great! I'll definitely try some.
System: Great! Let me know what you think."
commerce,4242737,g,0,sae,"User: Hi! How are you today?
System: I'm doing well, thanks for asking. How about you?
User: I'm good, thanks. Just doing some grocery shopping.
System: Sure, just holler if you need a hand with anything.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Alright, what kind of stuff do you usually like to eat?
User: I'm a pretty big fan of Italian food.
System: If you're into Italian food, you should check out the new pasta we just got in. It's from a small family-run business in Italy, and it's seriously delicious.
User: That sounds great! I'll definitely try some.
System: Sounds good! Be sure to let me know how you like it.",TaskSet4,Task3,"User: Hi! How are you today?
System: I'm doing well, thank you. How are you?
User: I'm good, thanks. Just doing some grocery shopping.
System: Let me know if you need any help finding anything.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Well, what do you like to eat?
User: I'm a pretty big fan of Italian food.
System: In that case, you might like our new shipment of pasta. It's from a small family-owned business in Italy and it's really good.
User: That sounds great! I'll definitely try some.
System: Great! Let me know what you think."
commerce,4242737,c,1,aave,"User: Hi! How are you today?
System: I'm doin' pretty good today, thanks for askin'. How you holdin' up?
User: I'm good, thanks. Just doing some grocery shopping.
System: I'm here if you need a hand findin' anything in the store.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Well honey, tell me what kinds of food you enjoy eatin'?
User: I'm a pretty big fan of Italian food.
System: Listen, that fresh pasta we just got in is somethin' special - came straight from this little family business over in Italy. You oughta give it a try, it's real good.
User: That sounds great! I'll definitely try some.
System: That's what I'm talkin' about - hope you enjoy it!",TaskSet4,Task4,"User: Hi! How are you today?
System: I'm doing well, thank you. How are you?
User: I'm good, thanks. Just doing some grocery shopping.
System: Let me know if you need any help finding anything.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Well, what do you like to eat?
User: I'm a pretty big fan of Italian food.
System: In that case, you might like our new shipment of pasta. It's from a small family-owned business in Italy and it's really good.
User: That sounds great! I'll definitely try some.
System: Great! Let me know what you think."
commerce,4242737,g,0,aave,"User: Hi! How are you today?
System: I'm doing well, thanks for asking. How about you?
User: I'm good, thanks. Just doing some grocery shopping.
System: Sure, just holler if you need a hand with anything.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Alright, what kind of stuff do you usually like to eat?
User: I'm a pretty big fan of Italian food.
System: If you're into Italian food, you should check out the new pasta we just got in. It's from a small family-run business in Italy, and it's seriously delicious.
User: That sounds great! I'll definitely try some.
System: Sounds good! Be sure to let me know how you like it.",TaskSet4,Task5,"User: Hi! How are you today?
System: I'm doing well, thank you. How are you?
User: I'm good, thanks. Just doing some grocery shopping.
System: Let me know if you need any help finding anything.
User: Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?
System: Well, what do you like to eat?
User: I'm a pretty big fan of Italian food.
System: In that case, you might like our new shipment of pasta. It's from a small family-owned business in Italy and it's really good.
User: That sounds great! I'll definitely try some.
System: Great! Let me know what you think."
